Date,Product,Category,Quantity,SellingPrice,CostPrice,Region,Customer
2023-12-15,Office Chair,Furniture,17,6819.4,4476.73,North,Kapoor Goods
2023-12-16,LED Desk Lamp,Home,38,969.04,511.71,East,Agarwal Mart
2023-12-16,Standing Desk,Furniture,32,12265.4,9629.75,East,Patel Mart
2023-12-17,Air Fryer,Home,27,5244.15,3498.48,East,Agarwal Mart
2023-12-17,Cotton T-Shirt,Apparel,13,477.54,228.78,South,Malhotra Trading
2023-12-18,Wireless Mouse,Electronics,25,838.28,481.98,North,Sharma Traders
2023-12-18,Notebook Set,Stationery,11,234.98,92.27,North,Nair Commerce
2023-12-18,Wireless Mouse,Electronics,22,763.41,506.53,West,Singh Sales
2023-12-19,Running Shoes,Apparel,24,2455.5,1406.98,North,Joshi Wholesale
2023-12-19,USB-C Hub,Electronics,12,1421.4,888.67,West,Bose Retailers
2023-12-20,LED Desk Lamp,Home,23,998.11,508.41,Central,Gupta Enterprises
2023-12-20,Bluetooth Speaker,Electronics,18,2110.55,1322.17,South,Nair Retail Hub
2023-12-20,Standing Desk,Furniture,20,12625.16,9419.62,South,Saxena Stores
2023-12-21,Running Shoes,Apparel,14,2416.23,1339.48,West,Singh Sales
2023-12-21,Notebook Set,Stationery,12,256.17,92.35,Central,Gupta Enterprises
2023-12-22,Cotton T-Shirt,Apparel,14,512.59,228.91,West,Joshi Wholesale
2023-12-22,LED Desk Lamp,Home,29,963.89,511.93,East,Nair Retail Hub
2023-12-22,Denim Jacket,Apparel,29,1710.16,941.89,East,Bose Retailers
2023-12-23,Denim Jacket,Apparel,26,1873.68,920.3,East,Nair Retail Hub
2023-12-23,Bookshelf,Furniture,15,3365.64,2261.37,West,Nair Commerce
2023-12-24,USB-C Hub,Electronics,26,1271.57,850.09,Central,Reddy Distributors
2023-12-24,Premium Pen,Stationery,12,659.56,296.55,West,Reddy Distributors
2023-12-25,USB-C Hub,Electronics,36,1547.31,853.79,South,Rao Merchandise
2023-12-25,USB-C Hub,Electronics,27,1421.44,879.66,South,Reddy Distributors
2023-12-25,Standing Desk,Furniture,26,12847.55,9213.11,South,Joshi Wholesale
2023-12-26,Cookware Set,Home,22,4074.65,2466.31,East,Chopra Bazaar
2023-12-26,Denim Jacket,Apparel,17,1778.99,940.17,South,Agarwal Mart
2023-12-26,Denim Jacket,Apparel,12,1750.1,950.5,South,Nair Commerce
2023-12-27,Bluetooth Speaker,Electronics,34,2140.62,1348.4,North,Das & Sons
2023-12-27,Air Fryer,Home,40,5733.72,3478.16,Central,Saxena Stores
2023-12-27,Bluetooth Speaker,Electronics,35,2323.74,1284.93,East,Sharma Traders
2023-12-28,Air Fryer,Home,34,5456.07,3540.49,East,Saxena Stores
2023-12-29,Notebook Set,Stationery,21,263.75,91.91,Central,Joshi Wholesale
2023-12-29,Bluetooth Speaker,Electronics,15,2077.99,1320.53,West,Joshi Wholesale
2023-12-30,Bookshelf,Furniture,13,3547.4,2312.68,North,Chopra Bazaar
2023-12-30,Wireless Mouse,Electronics,24,812.45,495.27,West,Malhotra Trading
2023-12-30,Water Bottle,Home,17,345.06,136.47,South,Khanna Outlets
2023-12-31,Denim Jacket,Apparel,38,1595.97,910.33,North,Das & Sons
2023-12-31,Office Chair,Furniture,21,6707.78,4492.2,East,Nair Retail Hub
2023-12-31,USB-C Hub,Electronics,39,1378.82,881.79,South,Malhotra Trading
2024-01-01,Water Bottle,Home,16,355.95,143.77,North,Saxena Stores
2024-01-01,USB-C Hub,Electronics,14,1459.73,849.82,Central,Kapoor Goods
2024-01-02,Bookshelf,Furniture,26,3629.15,2211.22,East,Chopra Bazaar
2024-01-02,Wireless Mouse,Electronics,18,778.51,504.13,West,Joshi Wholesale
2024-01-02,Denim Jacket,Apparel,8,1797.88,959.61,East,Singh Sales
2024-01-03,Cookware Set,Home,14,3768.37,2372.29,North,Bose Retailers
2024-01-03,Wireless Mouse,Electronics,21,805.84,484.96,Central,Mehta Retail
2024-01-04,Cookware Set,Home,16,4064.61,2433.56,North,Reddy Distributors
2024-01-04,Standing Desk,Furniture,13,12549.45,9327.98,South,Bose Retailers
2024-01-05,Running Shoes,Apparel,8,2185.09,1397.63,North,Das & Sons
2024-01-06,Running Shoes,Apparel,16,2609.03,1361.66,North,Verma Stores
2024-01-06,LED Desk Lamp,Home,14,1043.59,484.62,South,Mehta Retail
2024-01-06,Standing Desk,Furniture,15,12816.66,9310.76,South,Rao Merchandise
2024-01-07,Standing Desk,Furniture,15,11576.78,9554.58,East,Chopra Bazaar
2024-01-07,Wireless Mouse,Electronics,18,844.53,487.02,Central,Iyer Supplies
2024-01-07,Running Shoes,Apparel,17,2392.76,1346.01,West,Mehta Retail
2024-01-08,USB-C Hub,Electronics,96,1473.08,854.87,Central,Joshi Wholesale
2024-01-08,Water Bottle,Home,9,354.13,142.6,West,Rao Merchandise
2024-01-08,Notebook Set,Stationery,10,251.3,96.84,East,Rao Merchandise
2024-01-09,Cotton T-Shirt,Apparel,11,487.91,225.98,North,Nair Commerce
2024-01-09,Bluetooth Speaker,Electronics,10,2115.04,1305.01,South,Sharma Traders
2024-01-09,Cookware Set,Home,27,3850.44,2413.66,East,Saxena Stores
2024-01-10,USB-C Hub,Electronics,8,1584.91,867.66,West,Kapoor Goods
2024-01-11,Standing Desk,Furniture,16,13757.24,9122.14,East,Mehta Retail
2024-01-11,Denim Jacket,Apparel,11,1787.6,935.75,South,Sharma Traders
2024-01-11,Cotton T-Shirt,Apparel,13,495.9,219.95,South,Khanna Outlets
2024-01-12,Premium Pen,Stationery,14,660.74,297.51,North,Chopra Bazaar
2024-01-13,Bluetooth Speaker,Electronics,24,2096.63,1282.96,Central,Iyer Supplies
2024-01-14,Cookware Set,Home,88,4073.06,2344.1,East,Chopra Bazaar
2024-01-14,Bookshelf,Furniture,15,3108.05,2238.62,Central,Joshi Wholesale
2024-01-15,Cookware Set,Home,13,3846.03,2402.74,North,Kapoor Goods
2024-01-15,Air Fryer,Home,85,5737.12,3503.74,North,Singh Sales
2024-01-15,Air Fryer,Home,9,5208.32,3534.15,West,Nair Retail Hub
2024-01-16,Running Shoes,Apparel,25,2586.1,1366.61,North,Sharma Traders
2024-01-16,Wireless Mouse,Electronics,30,811.13,482.3,South,Nair Retail Hub
2024-01-17,LED Desk Lamp,Home,28,987.63,490.43,Central,Das & Sons
2024-01-18,Air Fryer,Home,11,5636.93,3543.21,Central,Sharma Traders
2024-01-19,Office Chair,Furniture,9,6594.5,4403.98,East,Bose Retailers
2024-01-19,LED Desk Lamp,Home,10,941.72,510.8,East,Nair Retail Hub
2024-01-19,Notebook Set,Stationery,12,247.84,94.55,East,Malhotra Trading
2024-01-20,USB-C Hub,Electronics,19,1413.57,876.32,South,Chopra Bazaar
2024-01-20,Standing Desk,Furniture,30,12721.91,9590.49,East,Kapoor Goods
2024-01-21,Bluetooth Speaker,Electronics,25,2163.24,1293.31,Central,Joshi Wholesale
2024-01-22,Denim Jacket,Apparel,21,1902.82,924.06,South,Kapoor Goods
2024-01-22,Notebook Set,Stationery,18,242.47,96.08,West,Reddy Distributors
2024-01-22,Running Shoes,Apparel,15,2357.8,1346.16,South,Patel Mart
2024-01-23,Cotton T-Shirt,Apparel,13,475.72,226.83,East,Mehta Retail
2024-01-24,Cookware Set,Home,8,4177.72,2359.1,North,Khanna Outlets
2024-01-25,Water Bottle,Home,10,363.73,137.8,South,Das & Sons
2024-01-25,Cookware Set,Home,20,3627.44,2359.65,North,Nair Commerce
2024-01-26,Standing Desk,Furniture,24,13761.43,9158.65,North,Singh Sales
2024-01-27,Cotton T-Shirt,Apparel,8,471.23,221.6,South,Khanna Outlets
2024-01-27,Bluetooth Speaker,Electronics,24,2174.09,1338.47,Central,Singh Sales
2024-01-27,Running Shoes,Apparel,23,2172.09,1402.19,Central,Agarwal Mart
2024-01-28,USB-C Hub,Electronics,16,1566.21,855.96,North,Kapoor Goods
2024-01-29,Notebook Set,Stationery,42,262.84,91.93,East,Reddy Distributors
2024-01-29,Bluetooth Speaker,Electronics,22,2182.55,1356.7,South,Malhotra Trading
2024-01-30,Denim Jacket,Apparel,19,1620.11,951.05,South,Saxena Stores
2024-01-31,Bookshelf,Furniture,30,3428.86,2293.34,Central,Kapoor Goods
2024-02-01,Running Shoes,Apparel,10,2380.86,1378.06,West,Agarwal Mart
2024-02-01,Cookware Set,Home,17,4170.54,2410.62,East,Chopra Bazaar
2024-02-01,LED Desk Lamp,Home,30,1041.32,503.32,North,Bose Retailers
2024-02-02,Premium Pen,Stationery,14,685.57,301.97,South,Nair Commerce
2024-02-02,Premium Pen,Stationery,8,698.52,300.9,East,Bose Retailers
2024-02-03,LED Desk Lamp,Home,24,1038.82,489.8,West,Nair Retail Hub
2024-02-04,LED Desk Lamp,Home,9,952.12,511.3,East,Verma Stores
2024-02-04,Notebook Set,Stationery,18,240.77,96.37,South,Joshi Wholesale
2024-02-05,Premium Pen,Stationery,20,612.78,295.88,North,Reddy Distributors
2024-02-05,Standing Desk,Furniture,20,13703.38,9512.62,North,Chopra Bazaar
2024-02-06,Standing Desk,Furniture,25,12878.19,9376.13,West,Nair Retail Hub
2024-02-06,LED Desk Lamp,Home,9,985.82,485.31,North,Khanna Outlets
2024-02-07,USB-C Hub,Electronics,23,1577.92,850.16,East,Singh Sales
2024-02-08,Premium Pen,Stationery,21,702.78,296.91,East,Agarwal Mart
2024-02-08,Bookshelf,Furniture,25,3700.64,2280.32,South,Malhotra Trading
2024-02-09,Bookshelf,Furniture,21,3687.76,2212.86,South,Khanna Outlets
2024-02-10,Running Shoes,Apparel,23,2532.33,1371.56,North,Agarwal Mart
2024-02-10,Bookshelf,Furniture,17,3473.23,2263.22,North,Sharma Traders
2024-02-10,Air Fryer,Home,21,5696.21,3452.46,South,Patel Mart
2024-02-11,Notebook Set,Stationery,24,240.79,94.18,South,Gupta Enterprises
2024-02-11,Bluetooth Speaker,Electronics,16,2229.47,1285.72,North,Gupta Enterprises
2024-02-11,LED Desk Lamp,Home,28,1024.77,487.94,East,Patel Mart
2024-02-12,Office Chair,Furniture,29,6708.77,4318.78,East,Patel Mart
2024-02-12,Denim Jacket,Apparel,20,1745.45,954.57,South,Saxena Stores
2024-02-13,Cotton T-Shirt,Apparel,18,484.97,220.51,South,Patel Mart
2024-02-14,Cookware Set,Home,25,3524.27,2351.45,North,Mehta Retail
2024-02-14,Office Chair,Furniture,15,6697.91,4487.03,East,Gupta Enterprises
2024-02-15,Standing Desk,Furniture,19,11078.27,9165.77,West,Nair Retail Hub
2024-02-15,Water Bottle,Home,15,359.43,138.64,East,Kapoor Goods
2024-02-15,Cotton T-Shirt,Apparel,13,493.43,230.6,North,Joshi Wholesale
2024-02-16,Cookware Set,Home,13,3955.85,2376.2,South,Joshi Wholesale
2024-02-16,Notebook Set,Stationery,17,243.08,92.59,East,Reddy Distributors
2024-02-17,Denim Jacket,Apparel,16,1791.99,923.75,North,Nair Commerce
2024-02-18,Wireless Mouse,Electronics,10,831.79,483.53,North,Rao Merchandise
2024-02-18,Running Shoes,Apparel,9,2629.66,1399.79,South,Nair Commerce
2024-02-19,Denim Jacket,Apparel,18,1841.42,926.38,East,Kapoor Goods
2024-02-19,LED Desk Lamp,Home,15,978.48,505.06,North,Iyer Supplies
2024-02-19,Cotton T-Shirt,Apparel,6,491.29,219.94,West,Sharma Traders
2024-02-20,Air Fryer,Home,12,4724.16,3387.86,Central,Rao Merchandise
2024-02-20,LED Desk Lamp,Home,16,1040.59,503.52,Central,Sharma Traders
2024-02-20,LED Desk Lamp,Home,10,897.8,484.67,West,Nair Commerce
2024-02-21,Cotton T-Shirt,Apparel,11,491.47,229.96,South,Rao Merchandise
2024-02-22,Cookware Set,Home,16,4199.21,2407.39,West,Agarwal Mart
2024-02-22,Denim Jacket,Apparel,15,1569.37,924.13,Central,Das & Sons
2024-02-22,Running Shoes,Apparel,15,2565.22,1364.19,East,Saxena Stores
2024-02-23,Running Shoes,Apparel,12,2622.39,1412.9,South,Verma Stores
2024-02-24,Notebook Set,Stationery,20,240.55,95,East,Agarwal Mart
2024-02-24,USB-C Hub,Electronics,28,1527.17,872.33,South,Khanna Outlets
2024-02-25,Cookware Set,Home,11,3875.9,2365.02,South,Khanna Outlets
2024-02-26,Notebook Set,Stationery,15,237.34,95.05,Central,Khanna Outlets
2024-02-26,Water Bottle,Home,12,335.98,141.71,North,Gupta Enterprises
2024-02-26,Bluetooth Speaker,Electronics,11,2103.8,1331.28,East,Agarwal Mart
2024-02-27,Cotton T-Shirt,Apparel,21,526.15,225.02,West,Mehta Retail
2024-02-28,Denim Jacket,Apparel,19,1869.33,947.1,Central,Verma Stores
2024-02-28,Cookware Set,Home,16,4200.86,2351.39,North,Kapoor Goods
2024-02-28,Office Chair,Furniture,21,6833.44,4508.07,Central,Joshi Wholesale
2024-02-29,Premium Pen,Stationery,14,710.74,299.89,East,Saxena Stores
2024-02-29,Denim Jacket,Apparel,15,1781.99,939.31,West,Bose Retailers
2024-02-29,Cotton T-Shirt,Apparel,14,483.28,228.88,South,Saxena Stores
2024-03-01,Bookshelf,Furniture,27,3589.82,2232.29,Central,Mehta Retail
2024-03-02,Bookshelf,Furniture,28,3297.32,2317.5,West,Nair Commerce
2024-03-03,Air Fryer,Home,18,5409.71,3564.08,West,Iyer Supplies
2024-03-03,LED Desk Lamp,Home,15,1010.05,507.33,East,Nair Commerce
2024-03-03,Air Fryer,Home,22,5172.57,3417.9,Central,Nair Commerce
2024-03-04,Running Shoes,Apparel,26,2601.97,1333.74,East,Kapoor Goods
2024-03-05,Standing Desk,Furniture,32,11339.77,9083.96,West,Khanna Outlets
2024-03-05,Cotton T-Shirt,Apparel,21,520.2,230.33,Central,Bose Retailers
2024-03-05,Running Shoes,Apparel,9,2559.84,1410.01,Central,Reddy Distributors
2024-03-06,LED Desk Lamp,Home,19,939.22,488.89,West,Reddy Distributors
2024-03-06,USB-C Hub,Electronics,11,1546.7,878.12,West,Rao Merchandise
2024-03-06,Running Shoes,Apparel,27,2458.14,1335.92,South,Bose Retailers
2024-03-07,Cookware Set,Home,19,4026.44,2386.67,North,Khanna Outlets
2024-03-08,Wireless Mouse,Electronics,11,814.89,499.03,West,Saxena Stores
2024-03-08,Standing Desk,Furniture,16,12268.39,9298.02,South,Chopra Bazaar
2024-03-08,USB-C Hub,Electronics,33,1475.93,856.54,North,Chopra Bazaar
2024-03-09,Notebook Set,Stationery,13,253.18,93.01,North,Das & Sons
2024-03-10,USB-C Hub,Electronics,23,1458.08,878.11,Central,Sharma Traders
2024-03-10,Wireless Mouse,Electronics,33,748.28,498.51,East,Khanna Outlets
2024-03-11,Cookware Set,Home,11,4144.38,2409.07,West,Nair Retail Hub
2024-03-11,Bookshelf,Furniture,11,3566.57,2211.27,South,Sharma Traders
2024-03-11,Wireless Mouse,Electronics,16,793.78,503.12,North,Rao Merchandise
2024-03-12,Cookware Set,Home,25,4187.91,2430.83,West,Malhotra Trading
2024-03-12,LED Desk Lamp,Home,20,943.39,505.47,West,Verma Stores
2024-03-13,USB-C Hub,Electronics,14,1469.53,888.21,Central,Patel Mart
2024-03-13,LED Desk Lamp,Home,12,1020.35,492.33,West,Malhotra Trading
2024-03-13,Air Fryer,Home,13,5792.57,3449.04,Central,Rao Merchandise
2024-03-14,LED Desk Lamp,Home,21,882.35,505.93,South,Saxena Stores
2024-03-14,Water Bottle,Home,13,360.42,142.92,West,Patel Mart
2024-03-15,Denim Jacket,Apparel,9,1861.69,947.07,Central,Iyer Supplies
2024-03-15,Running Shoes,Apparel,27,2564.18,1355.63,South,Rao Merchandise
2024-03-16,Wireless Mouse,Electronics,33,802.97,489.15,East,Saxena Stores
2024-03-17,Standing Desk,Furniture,29,13129.02,9604.35,North,Nair Commerce
2024-03-17,Denim Jacket,Apparel,10,1832,957.27,North,Das & Sons
2024-03-17,Water Bottle,Home,12,317.92,141.11,North,Gupta Enterprises
2024-03-18,Cookware Set,Home,17,4218.23,2383.42,Central,Iyer Supplies
2024-03-19,USB-C Hub,Electronics,18,1463,877.82,Central,Nair Commerce
2024-03-19,USB-C Hub,Electronics,12,1535.55,862.82,East,Sharma Traders
2024-03-20,Standing Desk,Furniture,29,12804.06,9446.44,Central,Verma Stores
2024-03-20,Water Bottle,Home,16,364.58,135.86,West,Rao Merchandise
2024-03-20,Air Fryer,Home,25,5198.47,3421.78,South,Chopra Bazaar
2024-03-21,Bookshelf,Furniture,19,3499.83,2219.33,East,Bose Retailers
2024-03-21,Bluetooth Speaker,Electronics,23,2090.9,1294.03,East,Iyer Supplies
2024-03-22,Bookshelf,Furniture,23,3464.75,2300.97,South,Agarwal Mart
2024-03-22,Running Shoes,Apparel,21,2536.22,1353.18,North,Reddy Distributors
2024-03-23,Air Fryer,Home,36,4919.01,3480.27,Central,Saxena Stores
2024-03-23,Premium Pen,Stationery,24,733.28,298.41,East,Joshi Wholesale
2024-03-24,Cotton T-Shirt,Apparel,20,461.27,226.19,East,Singh Sales
2024-03-24,Water Bottle,Home,31,346.39,142.73,West,Sharma Traders
2024-03-25,Water Bottle,Home,30,313.86,137.55,North,Das & Sons
2024-03-25,Standing Desk,Furniture,10,13710.41,9543.52,South,Gupta Enterprises
2024-03-26,Premium Pen,Stationery,24,683.8,299.25,North,Bose Retailers
2024-03-26,Notebook Set,Stationery,18,235.2,93.52,Central,Patel Mart
2024-03-27,Wireless Mouse,Electronics,27,827.44,497.78,South,Gupta Enterprises
2024-03-28,Cotton T-Shirt,Apparel,17,495.68,230.13,Central,Kapoor Goods
2024-03-28,Standing Desk,Furniture,26,12922.11,9177.11,North,Chopra Bazaar
2024-03-28,Bookshelf,Furniture,16,3634.14,2334.77,South,Bose Retailers
2024-03-29,USB-C Hub,Electronics,31,1468.77,884.51,West,Singh Sales
2024-03-29,Bluetooth Speaker,Electronics,15,2085.65,1340.57,East,Das & Sons
2024-03-29,Bluetooth Speaker,Electronics,14,2215.71,1332.54,North,Reddy Distributors
2024-03-30,Wireless Mouse,Electronics,32,825.72,499.4,North,Saxena Stores
2024-03-31,Notebook Set,Stationery,10,263.83,92.88,East,Chopra Bazaar
2024-03-31,Notebook Set,Stationery,11,255.02,96.04,North,Malhotra Trading
2024-04-01,Bookshelf,Furniture,18,3541.31,2248.01,West,Joshi Wholesale
2024-04-01,Bookshelf,Furniture,8,3643.47,2254.44,South,Agarwal Mart
2024-04-02,Water Bottle,Home,37,337.31,139.42,North,Agarwal Mart
2024-04-03,Bluetooth Speaker,Electronics,22,1975.12,1280.08,East,Khanna Outlets
2024-04-04,Denim Jacket,Apparel,17,1714.28,910.28,South,Khanna Outlets
2024-04-05,Bluetooth Speaker,Electronics,27,2216.05,1324.89,South,Nair Retail Hub
2024-04-06,Cookware Set,Home,16,3793.89,2332.7,North,Chopra Bazaar
2024-04-07,Notebook Set,Stationery,29,250.66,93,Central,Rao Merchandise
2024-04-08,Premium Pen,Stationery,18,686.61,294.99,North,Verma Stores
2024-04-08,Cotton T-Shirt,Apparel,29,508.49,221.7,Central,Das & Sons
2024-04-08,Air Fryer,Home,29,5180.27,3462.98,West,Iyer Supplies
2024-04-09,Standing Desk,Furniture,35,12309.21,9514.59,East,Chopra Bazaar
2024-04-09,Bookshelf,Furniture,18,3483.11,2266.2,Central,Agarwal Mart
2024-04-10,LED Desk Lamp,Home,23,982.07,485.21,West,Joshi Wholesale
2024-04-11,Water Bottle,Home,31,342.51,137.14,East,Joshi Wholesale
2024-04-11,Denim Jacket,Apparel,8,1568.39,948.9,Central,Bose Retailers
2024-04-12,Premium Pen,Stationery,19,695.33,285.22,West,Verma Stores
2024-04-13,Air Fryer,Home,25,5445.95,3419.09,East,Khanna Outlets
2024-04-13,Cookware Set,Home,10,4200.04,2461.87,South,Verma Stores
2024-04-14,Bluetooth Speaker,Electronics,14,2214.43,1320.48,North,Nair Commerce
2024-04-14,Standing Desk,Furniture,24,13369.97,9239.56,North,Verma Stores
2024-04-15,Bluetooth Speaker,Electronics,25,2219.54,1329.13,Central,Kapoor Goods
2024-04-15,Notebook Set,Stationery,20,245.87,94.56,South,Iyer Supplies
2024-04-16,USB-C Hub,Electronics,19,1531.59,885.36,West,Das & Sons
2024-04-16,Premium Pen,Stationery,22,734.72,292.77,North,Mehta Retail
2024-04-16,Wireless Mouse,Electronics,16,803.29,504.08,North,Iyer Supplies
2024-04-17,Bookshelf,Furniture,30,3698.91,2207.44,East,Das & Sons
2024-04-17,Water Bottle,Home,21,311.92,142.49,East,Mehta Retail
2024-04-18,Bluetooth Speaker,Electronics,11,2084.15,1358.8,Central,Joshi Wholesale
2024-04-19,Bluetooth Speaker,Electronics,14,2143.98,1316.18,Central,Saxena Stores
2024-04-19,LED Desk Lamp,Home,29,949.12,492.91,West,Mehta Retail
2024-04-19,Running Shoes,Apparel,19,2501.43,1352.45,West,Rao Merchandise
2024-04-20,Office Chair,Furniture,10,6773.86,4357.72,South,Joshi Wholesale
2024-04-20,Wireless Mouse,Electronics,36,760.82,481.17,North,Mehta Retail
2024-04-20,Notebook Set,Stationery,38,229.6,96.83,West,Gupta Enterprises
2024-04-21,Bluetooth Speaker,Electronics,25,2312.44,1303.87,South,Verma Stores
2024-04-21,Water Bottle,Home,33,332.51,139.42,North,Verma Stores
2024-04-21,Water Bottle,Home,42,331.18,140.35,Central,Nair Commerce
2024-04-22,Denim Jacket,Apparel,14,1748.68,942.15,East,Rao Merchandise
2024-04-22,Wireless Mouse,Electronics,23,778.06,489.92,South,Agarwal Mart
2024-04-23,USB-C Hub,Electronics,10,1527.61,889.59,East,Rao Merchandise
2024-04-24,Bookshelf,Furniture,23,3658.53,2210.62,West,Verma Stores
2024-04-24,Running Shoes,Apparel,13,2437.99,1353.42,North,Verma Stores
2024-04-24,LED Desk Lamp,Home,8,1000.95,489.1,Central,Bose Retailers
2024-04-25,Cookware Set,Home,14,3591.98,2396.94,West,Das & Sons
2024-04-26,Air Fryer,Home,20,5442.75,3497.61,East,Reddy Distributors
2024-04-26,Notebook Set,Stationery,18,253.78,95.37,North,Bose Retailers
2024-04-26,Running Shoes,Apparel,12,2331.45,1352.44,East,Bose Retailers
2024-04-27,Running Shoes,Apparel,23,2530.43,1407.64,East,Kapoor Goods
2024-04-28,Running Shoes,Apparel,18,2514.83,1396.55,North,Bose Retailers
2024-04-28,Running Shoes,Apparel,37,2617.46,1336.13,West,Bose Retailers
2024-04-29,Bookshelf,Furniture,20,3592.79,2304.49,West,Saxena Stores
2024-04-30,Standing Desk,Furniture,13,12730.28,9523.87,North,Sharma Traders
2024-05-01,Cotton T-Shirt,Apparel,38,488,221.99,East,Verma Stores
2024-05-02,Premium Pen,Stationery,13,708.96,301.64,East,Nair Retail Hub
2024-05-03,Office Chair,Furniture,24,6312.87,4395.03,East,Gupta Enterprises
2024-05-04,Notebook Set,Stationery,12,259.69,96.79,South,Nair Commerce
2024-05-04,Running Shoes,Apparel,32,2462.04,1387.13,South,Das & Sons
2024-05-04,Running Shoes,Apparel,25,2327.13,1380.24,Central,Reddy Distributors
2024-05-05,Cookware Set,Home,11,3992.6,2337.86,South,Agarwal Mart
2024-05-05,Running Shoes,Apparel,48,2529,1365.88,Central,Kapoor Goods
2024-05-05,Cotton T-Shirt,Apparel,46,487.26,219.63,Central,Reddy Distributors
2024-05-06,Running Shoes,Apparel,25,2519.37,1360.65,South,Joshi Wholesale
2024-05-06,Standing Desk,Furniture,17,13770.51,9472.65,South,Singh Sales
2024-05-07,LED Desk Lamp,Home,17,947.64,507.11,West,Malhotra Trading
2024-05-08,Notebook Set,Stationery,22,262.67,95.12,Central,Khanna Outlets
2024-05-08,Denim Jacket,Apparel,14,1808.95,960.57,Central,Nair Retail Hub
2024-05-08,Office Chair,Furniture,31,6620.28,4435.93,Central,Gupta Enterprises
2024-05-09,Office Chair,Furniture,31,6432.92,4389.01,West,Mehta Retail
2024-05-09,Water Bottle,Home,36,345.58,143.53,Central,Gupta Enterprises
2024-05-10,Standing Desk,Furniture,24,12350.56,9437.71,North,Verma Stores
2024-05-10,Premium Pen,Stationery,27,630.36,301.1,East,Patel Mart
2024-05-11,USB-C Hub,Electronics,25,1465.57,852.88,West,Agarwal Mart
2024-05-12,Running Shoes,Apparel,13,2618.36,1394.57,West,Bose Retailers
2024-05-12,Office Chair,Furniture,29,6665.82,4461.19,South,Patel Mart
2024-05-12,Denim Jacket,Apparel,9,1815.93,940.78,West,Rao Merchandise
2024-05-13,Notebook Set,Stationery,26,251.2,94.88,South,Kapoor Goods
2024-05-14,Water Bottle,Home,29,316.21,136.82,East,Saxena Stores
2024-05-15,Cookware Set,Home,29,3743.83,2372.21,Central,Reddy Distributors
2024-05-15,Running Shoes,Apparel,42,2370.85,1380.85,West,Chopra Bazaar
2024-05-15,Denim Jacket,Apparel,25,1865.03,952.2,Central,Joshi Wholesale
2024-05-16,Air Fryer,Home,24,5508.67,3561.42,West,Mehta Retail
2024-05-16,Running Shoes,Apparel,20,2457.22,1360.88,South,Khanna Outlets
2024-05-17,Bookshelf,Furniture,24,3663.42,2228.63,North,Patel Mart
2024-05-17,Cookware Set,Home,25,4227.17,2370.61,Central,Sharma Traders
2024-05-18,Standing Desk,Furniture,38,12521.75,9239.82,Central,Chopra Bazaar
2024-05-18,Wireless Mouse,Electronics,26,831.61,491.81,Central,Patel Mart
2024-05-18,Premium Pen,Stationery,9,667.31,286,South,Nair Commerce
2024-05-19,Bluetooth Speaker,Electronics,39,2154.33,1343.08,North,Khanna Outlets
2024-05-19,Standing Desk,Furniture,32,12898.21,9561.84,East,Patel Mart
2024-05-20,USB-C Hub,Electronics,36,1529.6,843.86,West,Iyer Supplies
2024-05-21,Bluetooth Speaker,Electronics,12,2147.06,1311.03,Central,Malhotra Trading
2024-05-21,Bookshelf,Furniture,9,3331.86,2300.58,Central,Kapoor Goods
2024-05-22,Water Bottle,Home,37,354.06,142.42,West,Patel Mart
2024-05-22,USB-C Hub,Electronics,29,1530.22,869.98,South,Nair Retail Hub
2024-05-23,USB-C Hub,Electronics,19,1555.21,884.09,East,Iyer Supplies
2024-05-23,Standing Desk,Furniture,32,12633.74,9614.17,South,Verma Stores
2024-05-23,Bluetooth Speaker,Electronics,26,2267.66,1302.26,West,Patel Mart
2024-05-24,Denim Jacket,Apparel,10,1887.43,949.81,West,Kapoor Goods
2024-05-24,Denim Jacket,Apparel,26,1770.42,931.35,North,Malhotra Trading
2024-05-25,LED Desk Lamp,Home,19,1034.4,487.19,West,Rao Merchandise
2024-05-25,Bookshelf,Furniture,28,3479.15,2216.13,East,Patel Mart
2024-05-25,Cotton T-Shirt,Apparel,26,501.95,218.61,North,Joshi Wholesale
2024-05-26,Premium Pen,Stationery,14,674.75,290.49,North,Patel Mart
2024-05-26,Premium Pen,Stationery,17,705.69,290.5,South,Rao Merchandise
2024-05-26,Standing Desk,Furniture,22,13266.75,9335.41,West,Iyer Supplies
2024-05-27,Bookshelf,Furniture,19,3339.68,2253.45,East,Nair Commerce
2024-05-27,Notebook Set,Stationery,26,244.38,92.13,Central,Kapoor Goods
2024-05-28,Bluetooth Speaker,Electronics,28,2203.47,1310.45,South,Kapoor Goods
2024-05-28,Office Chair,Furniture,16,6207,4420.52,Central,Khanna Outlets
2024-05-28,Cotton T-Shirt,Apparel,27,454.38,229.44,South,Verma Stores
2024-05-29,Notebook Set,Stationery,23,236.5,95.41,North,Joshi Wholesale
2024-05-30,Bluetooth Speaker,Electronics,11,2179.48,1337.75,East,Chopra Bazaar
2024-05-30,Notebook Set,Stationery,14,242.88,95.18,West,Bose Retailers
2024-05-30,Standing Desk,Furniture,33,13162.81,9620.17,West,Joshi Wholesale
2024-05-31,Cotton T-Shirt,Apparel,26,488.76,222,South,Rao Merchandise
